Show,Sentiment,Review
Anatomy of a Scandal,0,"Despite able performers and potent themes, the show is so addicted to chaos that it squanders its chance to say anything substantive."
Shining Girls,0,[An] intriguing but largely forgettable show.
The Outsider,1,[A] masterly adaptation.
The Americans,1,"In this final season, the stakes are raised with a piling body count. Let's just say this is one show which finishes stronger than it started."
Marvel's The Punisher,1,The Punisher's Sophomore Season Barrels Through With Double the Intensity
A Very English Scandal,1,"Real life does not always lend itself to dramatic adaptation, but Davies and Frears manage to make of it something both thoughtful and antic, historical but only in the brief asides a history lesson."
Pachinko,1,"Pachinko offers a cornucopian narrative that's at once a multi-generational epic, an immigrant saga, a history lesson, a portrait of cultural bigotry, a high-class soap opera and a celebration of women's capacity to survive even the darkest circumstances."
Mad Men,1,"It's well-written, and beautifully framed, and we see some characters who have evolved considerably already, and are on clear paths to change even more, along with the times themselves."
Lovecraft Country,1,"While Lovecraft Country does not entirely deliver on its promises, it's too unique to be entirely abandoned."
Heartstopper,1,"With the warmth of bright sunlight and the liveliness of mixed pastels and neons, Oseman’s deftly written script has a certain lightness about it that doesn’t sacrifice watchability, an achievement in itself."
Severance,1,"""Severance"" couldn't be more different from [Stiller's] last directorial success, the glum drama ""Escape at Dannemora."" But it's just as provocative."
Forever,1,"It's easy early on to buy into their rapport. But where both have plenty of history playing larger-than-life comic figures, [Maya Rudolph]'s also terrific at playing understated real human beings, where that never plays to [Fred Armisen's] strengths."
The Witcher,1,"In the most pleasant surprise of all, the series feels more emotionally effective than it ever has before."
The Crown,1,"Many actresses have essayed Mrs Thatcher, but her biographer Charles Moore is surely correct in his assertion that Gillian Anderson's performance here is the most convincing yet."
The First,1,"The First isn't about the destination - it's about the journey. It is a thoughtful, often melancholy show - a show about sacrifice, and grief, and raw, ugly emotions. Here is a saga about living, and dying, and everything in between."
Mindhunter,1,An imposing and ominous second season. [Full Review in Spanish]
Defending Jacob,1,"Very entertaining mystery melodrama. Evans, Dockery & Martell all bring their A-Game. My only complaint: this is a show to be binged, and Apple isn't letting viewers do that."
Calls,1,Calls is a thrilling and highly entertaining viewing experience that brings an experimental format to English-speaking audiences.
Watchmen,1,Watchmen kicks the post-Game of Thrones era of HBO off with a thrilling and fearless start.
Losing Alice,1,"Anchored by a couple of tremendous performances, ""Losing Alice"" can take an evocative color palette, a well-placed camera, and a few gentle moves to unlock some genuine uncertainty and anxiety."
Marvel's Agents of S.H.I.E.L.D.,1,"The final Agents of SHIELD clearly sought to wrap up the show for those hardy souls who have loyally stuck around through its seven seasons with a big, bright bow."
The Order,1,"The struggle between Midnight and Silverback was as compelling as always, however, and credit must be given for The OrderÂ's continuing ability to make MidnightÂ's new champion, Gabrielle, simultaneously obnoxious and sympathetic at the same time."
Hacks,1,"A remarkably smart comedy, one that understands human behavior and how it’s warped by show business."
Bodyguard,1,"Bodyguard is a tense, tightly plotted thrill ride that makes almost no false moves."
Entourage,0,It struck me that the show seems even more like escapist candy than it did just a few years ago... Entourage stopped trying to even toy with realism or emotional depth.
The Leftovers,1,"As the show broadened geographically it did the same tonally, newly injected with a kind of mordant humor as its characters began to give in to rather than resist its grand, apocalyptic currents."
Marvel's Iron Fist,0,"Though the show repeats the same mistakes as Marvel's other Netflix series, those problems are magnified because the show lacks a compelling lead."
Bridgerton,1,"While the season struggles with its story, it NAILS the foreplay. Kate and Anthony are all about the LONGING and the YEARNING and the PINING."
Slow Horses,1,Gary Oldman delivers audiences an unhygienic anti-hero to remember in this new Apple original drama.
The Mysterious Benedict Society,1,"Everything about it is superb -- its acting, storytelling, and wonderfully immersive dystopian world."
30 Rock,1,"Each episode of 30 Rock suggests a Hollywood blockbuster condensed to a half-hour, every sensible plot development seemingly replaced by an absurd twist."
Line of Duty,1,[Might] be beyond its best years but it is still at times the most thrilling thing on TV.
Severance,1,"Walking a fine line between absurdist satire and suspense, Severance feels like a workplace comedy by George Orwell."
Six Feet Under,1,"After dedicating four seasons to watching them lose loved ones, discover painful things about themselves and desperately try to change their self-destructive ways, it practically seems mandatory to discover how their journey ends."
Bridgerton,1,"'Bridgerton' Season 2 isnt terrible, but it isnt wonderful. There are some engaging moments, themes, and scenes. However, there are annoying and repetitive components that can take someone completely out of it."
Russian Doll,1,"It was always going to be difficult for any follow-up to have the same impact given that first season was so snappy and smart, but even a dimmed second season is better than 95 per cent of what you find on any streaming platform."
24,1,"Let's hope that the shorter season will allow the writers to keep it simpler and stronger. After seeing the first two episodes, we gotta trust them."
Severance,1,"It explores who we really are, a spiraling absurdist Twilight Zone...the space is probed and drives the narrative forward."
What If...?,1,"although ""What If ...?"" is based on a fundamentally dubious concept, the three episodes sent over for review do enough right to be entertainingly worthwhile."
"Love, Victor",1,The treacly sweetness of the series continues to be its most palatable feature precisely because the show’s goal has always been as much about didacticism as it has been about entertainment.
Catastrophe,1,"""Catastrophe,"" it is clear, refers not to a single occurrence but to a state of being - the chaos of life, which this comedy depicts with deadly honest charm."
Bridgerton,1,"Now that we’re all a bit less delirious, we can judge the arrival of series two on its dramatic merits. And it is still silly fun, though the novelty has worn off."
Battlestar Galactica,1,"This final season of BSG surely contains many faults, most of which are the direct result of mysteries the show had imposed on itself. But when it comes time to send off the crew of Galactica, it is done in the small moments, just as it should be."
The Falcon and the Winter Soldier,0,We could've developed Bucky loads more.
For All Mankind,1,"As a combination of wish fulfillment bolstered by good writing, superb direction, and sterling performances, For All Mankind continues to soar."
Russian Doll,1,"Any show that finds a way to use Depeche Mode’s “Personal Jesus” not once, but twice, will make a believer out of me."
Ramy,1,"Ramy improves on its first season by refusing to rest on its laurels, continuing to pose deep spiritual questions while making you laugh."
Nine Perfect Strangers,1,Nine Perfect Strangers starts off a little slow but soon reels you in with its mysterious tale.
Mad Men,1,"It's an excellent starting point for an episode that, even more than the average Mad Men premiere, has to spend an awful lot of time (especially given that it's our first one-hour premiere in a few years) filling us in on what happened during the hiatus."
The Beatles: Get Back,1,"It's hard not to be fascinated by not only watching the Fab Four at work (and play), but also seeing them complain about the catering and discuss the previous night's television - and that's before the ennui and seeming fear and loathing really kick in."
The First,1,"You don't have to be enthralled with the technical complexity and logistics involved in sending a crewed mission to Mars to be captivated by The First, but it helps."
The Undoing,1,"Through all of the misdirects, the characters' dumb decisions, the dreamy detours, The Undoing kept me guessing - and, of course, gloating over everyone's misfortune."
The Wheel of Time,1,One thing The Wheel of Time excels at is world-building. It is magnificent.
Sex Education,1,What makes Sex Education stand out from the crowded genre of high school content is how it's not afraid to address things that others skate over.
Lovecraft Country,1,"The first episode of Lovecraft Country is brilliant - you don't get better storytelling. But afterwards it becomes a very different show, so we'll see how audiences react."
The Gilded Age,1,"The Gilded Age captures all the glamour, extravagance and snobbery of a period now safely at a distance."
Mindhunter,1,"With the legwork of the first season out of the way, the show feels like it's really gotten into a fantastic groove."
Killing Eve,0,"Fourth time around, the sense is of having spent too long on a carnival ride. Nausea is kicking in."
Intimacy,1,"Intimacy makes a strong case that the status quo of how a victim of a privacy breach should just slink away in humiliation is not only old fashioned, but dangerous."
Shadow and Bone,0,"The show's political intrigue comes off as boilerplate, but the thrust of the source material's narrative remains largely unchanged."
Slow Horses,1,"Still, despite its slow start and occasionally meandering plot, Slow Horses is a nice homage to the classic spy genre, with a heaping dash of irreverence and self-awareness thrown in to create an effectively compelling watch."
The White Lotus,1,One of the most addicting shows of 2021.
Once Upon a Time in Wonderland,0,"As in Once, the computer-generated landscapes and creatures don't quite work - they look unworldly, but in a cheesy way."
Key & Peele,1,"Only Key and Peele could get away with something that extreme, making you laugh till it hurts."
The Morning Show,1,"The writing is stronger than it was last season, and the all-star cast is as present and energetic as ever. It may not be the flagship show the streaming platform wanted, but there's promise of a sharper, tighter sophomore season here."
Breaking Bad,1,The most finely crafted drama on television nailed the most spine-tingling series finale in modern TV.
Big Little Lies,1,"At its best, Big Little Lies offers significant insight into darkest desires of the well to do. Nobody is perfect, this cast of characters plays well into that imperfection."
The Last Days of Ptolemy Grey,1,"It all holds together well, even though this could have been more effectively told in four instead of six episodes."
Band of Brothers,1,"Despite some flaws, ""Band of Brothers"" is an engrossing war story with much to recommend, from the spectacular special effects to moments of quiet drama."
Lisey's Story,1,"It is hard to look away from the sublime nature of the couple's love story, one that transcends the darkness of mental illness and childhood trauma."
Brave New World,1,"Brave New World offers a relatively breezy way to examine timeless issues of class consciousness and escapism, just relevant enough to not feel like the meaningless amusements it preaches against."
Marvel's 616,1,There should be enough material in the eight-episode first season to keep you occupied for a few entertaining hours.
Inventing Anna,1,"It is one of those shows that plunges you straight into the heartless world of the very, very rich and it is fascinating."
Night Sky,1,"Night Sky has a lot to offer for...science fiction, but it also has a lot to offer for fans of drama. A mysterious drama that uses science fiction concepts to explore relationships and the impact we leave on other people, this series is one to watch."
Detroiters,1,"It would be really easy to make that cynical show about idiots who can't get their business together, but that isn't Detroiters, and we're all the better for it."
Taboo,1,"The BBC's new historical drama is seductive and atmospheric, if completely baffling."
The X-Files,1,"When The X-Files isn't diving into bottomless rabbit holes of overlapping and pretentiously mystifying conspiracy theories, it can still be great, spooky fun nearly a quarter-century since its debut."
This Is Going to Hurt,1,"The drama excels... showing us how overworked and under pressure these young doctors are, and how much they’re winging it with no experience and not much clue what they’re doing."
Marvel's Agent Carter,1,"The main plotline, with Wilkes, Whitney and Isodyne, is a really cool one and Peggy's dynamic with all of these characters in Los Angeles is really strong."
Defending Jacob,0,"Better to leave audiences craving more than demanding less, I suppose, but Defending Jacob boasts a tremendous ensemble of actors who make you wish they had the rich characterizations they deserve."
Succession,1,"The story didn't let up. And neither did its brilliant actors, each of them living up to the demands of their characters. [Full review in Spanish]"
Just Beyond,1,Just Beyond displays a warmth and sense of humor that makes up for the episodes' lack of scares.
Loki,1,"Hiddleston seamlessly slides back into the Asgardian God role as the annoying, obnoxious adopted brother of Thor."
The Falcon and the Winter Soldier,1,"Oh, Marvel you truly are a marvel."
Star Trek: Strange New Worlds,1,"If you’re already a “Trekkie” then “Strange New Worlds” will feel like a welcome, if familiar snack. For newcomers this might still be an enjoyable first “Star Trek” series to start watching every week."
24,1,It is sort of brilliant that 24: Live Another Day takes place in the UK.
Only Murders in the Building,1,"With its rococo details of life in a New York doorman-building overlaying careful and meticulous construction, the Hulu whodunit comedy is as strong as ever in its second outing."
Moon Knight,1,"I cared more about this very scared and beautiful man, this bumbling idiot, than I have cared about any Marvel character for a long time."
Y: The Last Man,1,"It takes a while to get the exposition out of the way, but this adaptation of Y: The Last Man has plenty of potential."
Atlanta,1,"Atlanta’s glorious weirdness, its dive into the surreal, is what makes the show nimble and wonderfully written. It covers a wide spectrum of Blackness, all while being relatable."
The Mandalorian,1,"After The Rise Of Skywalker's disappointment, this franchise is finally on an exciting new path. This is the way."
WandaVision,1,"A disorienting tribute to TV sitcoms and, ultimately, a delightfully weird launching pad for Marvel's next era."
And Just Like That...,1,"There are a few sticking points here and there that will annoy fans (like me), but the mere fact that this series isn't Sex and the City 2-level awful, even with its core foursome fractured, is a victory to celebrate."
Justified,1,"From the way season 6 begins, it looks like Justified is going out with a bang."
Mare of Easttown,1,"For a work about a neglected corner of America, there's none of the sneering critique of Hillbilly Elegy or the ludicrous rivalries of Ozark. Instead, Mare of Easttown is just a subtle, textured portrait of a place where some people are suffering."
The Time Traveler's Wife,0,"It would, at this point, take a truly inspired interpretation to make a Time Traveler’s Wife series work. Sadly, this ain’t it."
The Great,1,While season 2 does feel a bit static -- a successful formula inevitably becomes formulaic -- [creator Tony McNamara] does have many fertile places to go.
Black Mirror,1,"Black Mirror's fifth season is one of the series' best, with a condensed batch of new stories that deliver great storytelling, interesting characters, and fascinating technologies that don't overshadow Charlie Brooker's deeply personal stories."
Loki,1,"Hiddleston is in full show-off mode yet again, effortlessly swinging between grandiose egomaniac and scared little boy with the intelligent comic timing that made us fall in love with him the very first time he donned the horns."
Castle Rock,1,"It remains to be seen whether the end result will be a success, or end with the sort of vaguely disappointing whimper last season landed on, but for now I'm absolutely thrilled by the guts the show has found."
Little Fires Everywhere,1,The cast here is fantastic (the kids are unbelievably good) and it's packed with clever detail.
Invasion,1,This is one alien invasion show that couldn't be less about aliens - and is all the better for it.
The Queen's Gambit,1,"Taylor-Joy delivers a screen acting masterpiece, as she expresses flickers of emotion with a faint widening of an eye, a miniscule tilt of the head or a twitch of the lips. Terrific."
Unbelievable,1,"Difficult to watch, but absolutely necessary, the new Netflix miniseries handles an important subject with the empathy, patience, and respect that it deserves."
Godless,1,"In Godless's case, there's not much to disappoint you just yet. The show falls very, very, very squarely within the confines of its genre."
The Tourist,1,"A lot of Harry or Jack Williams previous work, such as Baptiste, it was very grounded and set in the real world, which at times resulted in the twists and turns feeling rather unbelievable. This show has never felt believable!"
Fleabag,1,[A] second series of Fleabag that opened with an episode so gobsmackingly good that I wanted to give [Phoebe Waller-Bridge] a standing ovation in my living room when I watched it for the second time.
Baymax!,1,"The series is fun, cute, and something that both parents and kids can enjoy. It is a special one, that delivers on the moments of laugher, but also on the emotional ones."
The Night Of,1,"HBO's superb limited series doesn't break new ground so much as it showcases a group of actors, writers and directors working at an exceptionally high level, merging potentially familiar genres into a thoroughly absorbing mystery and character study."
Fargo,1,"Another exemplary cast elevates wordless gestures and already witty lines into exciting entertainment, with Jessie Buckley and Glynn Turman being the overall breakouts, but this version of Fargo feels bleaker than any that preceded it."
Detroiters,1,"In Detroiters, silliness is not a way of accenting seriousness; it is a triumph over seriousness, a bold and brightly colored affirmation that yes, actually, life is pretty funny."
Watchmen,1,"Shockingly, this new Watchmen is not only good, not only great, it is absolutely necessary... HBO's Watchmen is just that insightful, invigorating and essential."
Watchmen,1,A stupendous and intelligent addition to the mythical lore. [Full Review in Spanish]
Inventing Anna,0,"Inventing Anna transforms a juicy real-life drama about a con artist among the influencer crowd into a fairly inert limited series, in part by giving almost equal weight to the reporter who broke the story."
The Wonder Years,1,"There's a lot of promise here; the child actors are great finds, and the adult cast... evince a roundedness that you hope will mean story lines dedicated to their characters, too."
Breaking Bad,1,"A brilliant, maddening, shocking, all-consuming piece of storytelling that will never be forgotten by all those who saw it."
Snowfall,1,"Snowfall just feels different this time around, as it shifts gears and focuses not on getting power, but how one might hold on to it when the whole landscape is changing."
Veep,1,Veep works on a much deeper and more cynical level; I can imagine no sadder way to watch it than to compare and contrast it to the comedy of errors America has endured since the 2016 election.
Taboo,1,Hardy's great - as always - but the story at times can be as turgid as the Thames in winter.
Stranger Things,1,"The show is still loaded with smartly placed pop culture references from the era, stand-up-and-cheer moments of showmanship, and emotional crescendos."
A Teacher,1,"If you give it a chance, A Teacher will surprise you."
The Queen's Gambit,1,Creators Scott Frank and Allan Scott have managed the impossible here. They have succeeded in turning a story about one of the most docile and unglamorous sports into something truly magical and outstanding.
Boardwalk Empire,1,Our only complaint: should have been five episodes longer.
You're the Worst,1,"[Jimmy and Gemma] will definitely be put through the ringer this season as they plan their wedding, but Falk gives them the reprieve they deserve in the premiere... It's the beginning of the end of their love story."
A Teacher,1,"A Teacher's subject matter won't be for everyone - it rightly comes with a grooming warning - but if you're a fan of sensitively handled, superbly paced, suspense-filled drama, then you'll likely be quickly hooked."
Sharp Objects,1,Amy Adams' slow-burn psychological thriller will leave you on pins and needles
Lincoln's Dilemma,1,"A big part of what makes Lincoln’s Dilemma so interesting is in the way it uses historical context and, often, Lincoln’s own words to nudge aside the myth and instead provide an honest, unflinching yet respectful assessment of the human being behind it."
This Is Going to Hurt,1,"It’s smart, funny, touching and above all human and compassionate."
Scorpion,1,"If you were feeling at all nostalgic for Katharine McPhee's Smash days, [Season 4's] musical number must have been heaven... excluding Toby, Sylvester and Cabe's flamenco costumes, of course."
Nine Perfect Strangers,0,"If only one of these people would have the decency to drop dead, it would make the show infinitely more engaging."
Raised by Wolves,1,"It takes about 20 minutes to find its footing again, but S2 moves even faster & is more interesting than S1. Collin & Salim are wonderful additions to Ridley Scott's androids."
Breaking Bad,1,Its creator Vince Gilligan's extraordinary storytelling that brings us to a dramatic zenith that is now completely character driven.
Hawkeye,1,An easily digestible MCU series aiming for more families to watch together for the holidays - it's a bullseye for Hawkeye fans.
The Wheel of Time,1,The overall result is an exciting adventure that gets better as it goes along.
Peaky Blinders,1,"While it has stumbled occasionally, Peaky Blinders has built an army of devoted followers. If this firing on all cylinders opener is a guide, this could be the best series yet."
Lovecraft Country,1,"The energy and freedom of pulp serves as both our way into the story and as a means for the Black characters to create an alternate, improved mythology for themselves."
The Thing About Pam,0,There’s a lot of blurriness of intention around the storytelling in The Thing About Pam and an ultimately complacent belief that Renée Zellweger slurping on soda is enough to count as Emmy bait.
The Leftovers,1,"Like a good millennialist cult, The Leftovers grasps an outlandish idea with absolute emotional commitment: The performances in this final run are spectacular throughout, but especially Ms. Coon's and Mr. Theroux's."
Mare of Easttown,1,"Through honesty, vulnerability, and connection with others, Winslet brings to life a character beginning the work of processing repressed trauma."
Barry,1,"In Season 3, the show has fully outgrown its cutesy premise to become one of TV's best thrill rides."
Marvel - Jessica Jones,1,"After the heightened shenanigans of the first two seasons, there's something quite refreshing about watching our heroine engage in some actual sleuthing this time around..."
The Good Wife,1,"One of the ways The Good Wife digs into corporate culture is with clever and insightful perspective-switching, and this is no exception."
Mr. Robot,1,"It's a strong start, but it's very clearly the end that will matter."
House of Cards,0,This is the worst season of the series despite Robin Wright's best efforts. [Full Review in Spanish]
The Office,1,...acceptable but not exceptional.
Behind Her Eyes,0,It opts for a bizarre shock that's baffling at best and deeply tone-deaf at its worst.
Chernobyl,1,[Director Johan] Renck knows how to register the horror... but he also has a lyrical eye. [Full review in Spanish]
Marvel's Luke Cage,1,"'Luke Cage' takes a step forward in its second season, that overcomes the first one. [Full Review in Spanish]"
We Are Lady Parts,1,"A love for music is palpable throughout ""Lady Parts."""
Long Way Up,1,"It never hurts that one of them bears an incredibly recognizable face, but even without that familiarity, Long Way Up proves an entertaining ride."
Battlestar Galactica,1,The multitude of exegeses and theories devoted to major plot twists and minor details attest to the series's enduring egghead appeal.
Mare of Easttown,1,"It has become a hipster's Line of Duty, shunning the over-the-top dramatics in favour of grit, decay and the sheer misery of small town detective work."
WandaVision,1,"This is soaring, original unreality worth seeing through to the finale, be it bitter or sitcom sweet."
The Queen's Gambit,1,"The miniseries is at its most affecting in what goes on between the matches. This is where (creator Scott Frank) showcases Beth becoming a well-rounded woman, not just a resounding victor."
The Big Bang Theory,1,"Nicely played, TBBT writers. That's some Larry David-level petard hoisting right there."
Killing Eve,0,I think most will be disappointed at how far from the first two seasons this series has gone and be thankful that they wont be dragging it out much longer.
The Beatles: Get Back,1,"The sound has been impeccably revived, and every new outtake of a classic Beatles track feels like Jackson recovering some kind of lost artifact."
Glee,1,"With all of its disasters and missteps, all of its triumphs and showstoppers, Glee was ultimately, and above all else, something special. I am so very glad that I -- that we -- could be a part of it."
The Essex Serpent,1,"Gorgeously shot, cleverly crafted, and brimming with intrigue, Clio Barnard’s latest reaffirms her status as one of Britain’s most important directors."
Band of Brothers,1,"If the rest of Band of Brothers plays out with the same amount of intensity, I expect it to be a memorable but harrowing experience."
The Sex Lives of College Girls,1,"If ""Sex Lives"" is in some respects a spiritual heir [to Sex and the City], it makes a strong case that meeting the next generation has more creative promise than revisiting an earlier one."
The Act,1,"Joey King, once Ramona in Ramona and Beezus does a good job as the daughter, as does Chlöe Sevigny as a suspicious neighbor."
Pieces of Her,0,"The bad news is that most of the other elements are merely fine, such that there’s no great takeaway for viewers beyond “wow, Toni Collette!” and even that, repeated ad nauseam, becomes a kind of quiet damnation of everything else."
The Crown,1,"With Netflix finally delivering the long awaited arrival of Princess Diana and Margaret Thatcher, the pricey royal drama is back in gear with high drama and political intrigue, anchored by two era-defining women."
Harlots,1,"Now in its spectacular third season, Harlots is back and it's still Hulu's most underrated gem."
Midnight Mass,0,"Had it been a 90-minute movie, Midnight Mass could pass as innocuous entertainment. But lasting seven hours, this is nothing more than an unfortunate waste of time. [Full Review in Spanish]"
The Umbrella Academy,1,"Three seasons in, the writers have finally ironed out all of those kinks, creating a hilarious, explosive, and highly addictive hit. This is the best season yet, one that will floor fans and win over any cynics."
This Is Going to Hurt,0,"It’s akin to watching an episode of “Grey’s Anatomy” or “Chicago Med” or “New Amsterdam” or “The Resident” et al., only spread out over seven episodes instead of a 44-minute storyline."
Godless,0,"If genre cliches are brought into a work to be deconstructed, but said cliches remain stylized and centered, then what's actually being upended in this process?"
Loot,1,"It’s a breezy, gag-filled comedy with just enough absurdity to satisfy."
House of Cards,0,"The gaping cynicism of these faux Washington insiders also paints a depressing picture of the actual current climate, especially against the backdrop of the real-life controversy in the White House."
The Shrink Next Door,1,"It's a methodically paced, odd but mesmerizing piece set to an infectious soundtrack highlighted by its strategic use of '80s soft rock hits. Besides, the cast hoists the show over and through its slack spots."
The Offer,1,The Offer is a nail-biting and exhilarating exploration into the making of one of the most iconic and influential films of the 20th century.
Star Trek: Discovery,1,"Fans might be forgiven for wondering just how many chances Discovery could possibly have to reinvent itself. But judging by Season 4's first episode, the fourth time just might be the charm."
Loki,1,The MCU is back and Loki is another excellent addition to the Disney Plus roster.
Black Mirror,1,"Taken together, an utter treat, although real life is surely moving faster than even Black Mirror's vaulting imagination can keep pace with."
The Righteous Gemstones,1,It’s odd to think that a comedy that trafficks so heavily in sophomoric humor can also be filled with love. But that’s what McBride excels in: the ability to hold seemingly opposing natures in one entity at any given time.
The White Lotus,1,"Watching Bartlett as Armond navigate their demands is often very, very funny; it's a sublime performance, playing against an ensemble of famous and instantly recognisable faces."
Minx,1,Good fun [that] would make Euphoria blush...
The Haunting of Hill House,1,"As a tale of what happens when the ties that bind are the same ones that gag you, and scar you, and occasionally strangle you to death, it's absolutely terrifying."
Hannibal,1,It is a magnificently macabre drama that looks and feels like absolutely nothing else on TV.
Sharp Objects,1,"The haunted, swooning mood of Sharp Objects works on me, though. Comparisons to short-run mystery sagas like True Detective are obvious, but this is more of a simmering meditation, a portrait of multigenerational female strife."
Ramy,1,"Perhaps the most potent insight in this second season is the lead's amenable but pathological defiance of personal responsibility, his well-meaning and winsome brew of good intentions and self-obsession."
The Great,1,"McNamara’s writing remains cheekily brimful of lexical and copulatory energy, with added dabs of surrealism – witness the crocodile on the loose in the palace."
Peaky Blinders,1,"The series, Peaky Blinders shines because it’s complex, thoughtful to watch, and forces us to think about morals and the greyness between right and wrong. It’s hard to mindlessly watch the show, which is what makes it compelling. It’ll be missed."
The Sex Lives of College Girls,1,Here's a show that's shaping up as one of the viewing highlights of the summer.
13 Reasons Why,0,"Readers may recall how promising this show was at the beginning, when it was simply the adaptation of an acclaimed young adult novel... The final season reclaims only crumbs of that sensibility."
The Boys,1,"If The Boys wants to avoid becoming the very machine it’s mocking, it needs to drive its social commentary home and bring the Butcher v Homelander feud to some sort of irreversible conclusion."
Gaslit,1,Gaslit is a wickedly entertaining and irreverent look at an infamous slice of American history that none of these characters are particularly proud to be a part of.
Moon Knight,1,"This show takes its time, and I respect the heck out of it for that."
Marvel's Daredevil,1,"For a chunk of the season, the main characters barely interact with each other. It's one of the reasons why the season works."
Lovecraft Country,1,The open racism of Jim Crow America is on full display in nearly every scene.
Why Women Kill,1,"A frump becoming a society diva just seems like a thin storyline... Fortunately, Cherry once again knows how to cast his female leads. If there's anyone we'd want to watch blossom over the course of a season, it's the effervescent Tolman."
What If...?,1,"What If...? is a fun exploration of alternate versions of the MCU, with animation that does a good job of conveying the action that's baked into the MCU recipe."
Nine Perfect Strangers,1,Audiences who appreciate melodrama and the slow burn of threat best make themselves acquainted with these particular strangers
Taboo,0,"Taboo is a grubby, swollen TV gothic that has its moments but, aside from Hardy and some atmosphere, not much else."
Heartstopper,1,"Each actor is perfectly cast, but Connor (who appeared in 2019’s Rocketman and voices Pantalaimon in HBO’s His Dark Materials) is particularly strong as Nick, the popular rugby player grappling with his burgeoning bisexuality."
Reacher,1,"Reacher is a worthwhile stream, especially for fans of the genre and the series, and if you aren't someone who has read the books by now, it will inspire you to do so."
Hawkeye,1,So firmly locked on target with the Marvel Cinematic Universe formula that it's clearly destined to be another Disney+ month-long viewing addiction.
WandaVision,1,"Wandavision takes quite a few risks pushing the MCU envelope with mixed results. Excessive fan service, underdeveloped villain(s) and character motivation. Intriguing to see which way the trend may go after this."
Unbelievable,1,"Anchored by three quiet but powerful performances, particularly Kaitlyn Dever's systematically overruled Marie who so often expresses herself in silence, Unbelievable centers the human toll of these blights on our national character."
Defending Jacob,1,"The ambiguous ending to the eight-part series is a bit frustrating, but it sets the stage for a possible second season."
Gravity Falls,1,"You may have to wrestle with Disney XD's downright disrespectful broadcast schedule to find the rare new episodes, but trust us, it will be worth it."
The Mighty Ducks: Game Changers,1,"Game Changers isn't epic enough to serve as a tentpole series for Disney+, but it is the sort of solid entry that helps establish the service as not just the house that Baby Yoda built, but rather the home of good clean fun, for parents and kids alike."
Dark Winds,1,Dark Winds is set in a time and place utterly foreign to American TV. You'll love it there.
The OA,1,"The OA is kind of genius, while simultaneously being incredibly silly. And you know what? I love it! I love its goofy, loopy vibe."
Acapulco,1,"For an amiable half-hour slice of dramedy, it's certainly serviceable entertainment, just calibrate your expectations accordingly before checking in."
The Man in the High Castle,1,"It imagines cities every bit as breathtaking as those in that other Dick adaptation, 1982 film Blade Runner."
Homeland,1,"It's hard to say that later Homeland is ""better"" than those chaotic early years, but mentor-mentee friction between Carrie and Saul was worth sticking around for. And [the finale] was, above all else, a satisfying pay-off to that relationship."
The Gilded Age,1,"Both fans and newcomers to [Fellowes'] work will find much to relish here, not least his trademark drought-dry wit and his attention to place and character."
His Dark Materials,1,"""The City Of Magpies"" is at its best when it's focused on Lyra."
Devs,1,"I'm still not sure I know what the point of the Devs project is, but I loved watching Devs unfold."
Marvel's Daredevil,1,"What ""Daredevil"" does particularly well this season is build engaging side stories that keep the momentum going as we wait for Murdock to get back into costume."
The Queen's Gambit,1,"The Queen's Gambit is the rare show that is as smart as advertised, and even more engaging."
The Fall,1,"There is a fantasy here, an almost-misandrist one in the best possible sense."
The Pentaverate,1,"The Pentaverate is a funny satire of secret societies and conspiracies [...] and a great return to form for Mike Myers who plays 8 characters, all with moments to shine, and never overpowering. Lydia West expresses wonderful comedic talent every episode."
Winning Time: The Rise of the Lakers Dynasty,1,"Perhaps what is most notable and welcome about Winning Time is its sheer sense of fun. In an era of darkly-lit, super-serious, joyless prestige dramas, Winning Time goes the opposite direction."
Bridgerton,1,"Characters old and new almost burst with vim, vigour, machination and comedic foible in every corner."
RENO 911!,1,"The lack of an overall narrative or even the sense that there should be one fits the Quibi structure, even if some of the humor seems a little stale and dated."
Vikings: Valhalla,1,“Valhalla” hits the spot for a testosterone-pumped warlord adventure.
Watchmen,1,"Weird, weird, weird, but definitely not boring."
Little Fires Everywhere,1,"There are fireworks here, but the peripheral characters and their unravelling lives are the ones that are more likely to stay with you."
Somebody Somewhere,1,"Somebody Somewhere offers a modest, refreshingly clear-eyed take on the struggle to reinsert yourself into life, and grant yourself dispensation to find joy in the shadow of loss."
Killing Eve,1,"The programme is entertaining, and no viewer will regret spending an hour or two with it. But it’s hard not to expect and want something more from a project with this calibre of performers; it shouldn’t just be “fine”."
A Very English Scandal,1,There's fun galore in A Very English Scandal.
The White Lotus,1,White's masterful bait-and-switch of a murder mystery that was actually about class irked a lot of people. We stand and applaud.
Marvel's Luke Cage,1,"Your 11th grade English teacher is proud that you care about the show's themes. With all the subtlety of one of Luke Cage's punches, the show beats its messages into the audience."
Preacher,0,"Preacher Season 4 starts strong, but it can't escape the snare of mediocrity, no matter how much craziness it throws our way. And while the show is rarely subjectively bad, it continues to have issues with tone and characterizations."
The Righteous Gemstones,1,"Continues its brilliantly funny look at, how in America, even religion is quite literally business as usual."
Outer Range,0,"By the end of eight frustrating and haphazardly paced episodes, exhaustion sets in."
The Americans,1,The Americans ends even more impressively than it began.
